Order ID,Order Date,Ship Date,Ship Mode,Customer ID,Product ID,Quantity Ordered
CA-2018-161459,25-Nov-18,29-Nov-18,Second Class,EB-13750,TEC-PH-10004071,13
CA-2015-141299,03-Jun-15,07-Jun-15,Second Class,RB-19795,OFF-EN-10004459,25
CA-2018-143035,03-Oct-18,05-Oct-18,Second Class,CC-12430,FUR-FU-10001934,14
CA-2018-154074,31-Aug-18,02-Sep-18,Second Class,BW-11110,FUR-CH-10002331,11
CA-2018-142671,10-Nov-18,14-Nov-18,Second Class,DR-12940,OFF-BI-10004099,10
US-2018-119816,04-Mar-18,06-Mar-18,Second Class,TT-21460,FUR-FU-10004848,13
US-2016-110261,19-Dec-16,23-Dec-16,Second Class,PR-18880,TEC-PH-10001750,3
CA-2018-153080,22-May-18,25-May-18,Second Class,EH-13945,TEC-AC-10002331,17
CA-2017-113292,18-Mar-17,20-Mar-17,Second Class,DB-13060,OFF-AP-10003590,7
CA-2018-111262,28-Oct-18,01-Nov-18,Second Class,KH-16510,TEC-AC-10002167,16
CA-2018-128265,17-Nov-18,22-Nov-18,Second Class,VW-21775,OFF-ST-10000142,1
US-2017-128909,09-Oct-17,11-Oct-17,Second Class,SP-20545,OFF-PA-10001593,22
CA-2018-138289,16-Jan-18,18-Jan-18,Second Class,AR-10540,OFF-BI-10004995,18
CA-2017-157791,23-Dec-17,28-Dec-17,Second Class,CA-11965,TEC-CO-10002095,9
CA-2016-126739,01-Nov-16,03-Nov-16,Second Class,JH-16180,FUR-CH-10000422,18
CA-2018-161578,16-Dec-18,21-Dec-18,Second Class,RB-19465,OFF-PA-10002986,11
CA-2015-137092,20-Oct-15,22-Oct-15,Second Class,LS-16975,TEC-AC-10001606,7
CA-2018-131282,05-Feb-18,08-Feb-18,Second Class,CB-12025,OFF-BI-10004632,4
CA-2016-153752,06-Dec-16,11-Dec-16,Second Class,RO-19780,TEC-PH-10001615,7
CA-2017-126795,13-Jun-17,16-Jun-17,Second Class,GT-14710,OFF-BI-10001989,15
US-2018-167402,13-Jan-18,18-Jan-18,Second Class,CP-12085,OFF-PA-10004983,4
CA-2016-135489,19-Sep-16,22-Sep-16,Second Class,GW-14605,TEC-PH-10000011,25
US-2017-146857,06-May-17,08-May-17,Second Class,BE-11455,OFF-AP-10001205,6
CA-2018-103352,27-Nov-18,30-Nov-18,Second Class,RP-19390,OFF-AR-10001573,8
CA-2015-108609,31-Oct-15,02-Nov-15,Second Class,AJ-10780,FUR-TA-10003954,7
CA-2016-129322,08-Aug-16,10-Aug-16,Second Class,DB-13405,OFF-AR-10004587,24
CA-2017-115483,14-Jul-17,18-Jul-17,Second Class,JS-15880,OFF-PA-10001497,20
CA-2018-122175,12-May-18,14-May-18,Second Class,CA-12775,FUR-FU-10000719,6
CA-2015-154837,23-Aug-15,27-Aug-15,Second Class,RB-19645,OFF-BI-10001575,24
CA-2016-109337,21-Nov-16,23-Nov-16,Second Class,DL-13330,OFF-AR-10003759,26
CA-2018-145037,02-Sep-18,07-Sep-18,Second Class,TB-21055,OFF-ST-10000918,9
CA-2018-140494,10-Mar-18,15-Mar-18,Second Class,CM-11815,TEC-AC-10004568,12
CA-2018-160899,11-Aug-18,13-Aug-18,Second Class,DR-12940,OFF-BI-10000632,18
CA-2018-144225,30-Sep-18,02-Oct-18,Second Class,CC-12475,OFF-PA-10000062,17
CA-2018-163069,18-Aug-18,21-Aug-18,Second Class,PJ-19015,OFF-AR-10001419,3
US-2018-166394,04-Sep-18,06-Sep-18,Second Class,VM-21835,OFF-FA-10001843,6
CA-2018-145443,10-Aug-18,15-Aug-18,Second Class,SC-20695,OFF-PA-10003302,18
CA-2018-111269,16-Jun-18,18-Jun-18,Second Class,CS-12355,TEC-AC-10001606,9
CA-2017-154767,28-Jun-17,30-Jun-17,Second Class,BP-11155,FUR-CH-10003535,26
CA-2017-162943,24-Jul-17,26-Jul-17,Second Class,DB-12970,FUR-CH-10001708,23
US-2017-147711,03-Sep-17,08-Sep-17,Second Class,HF-14995,FUR-BO-10003159,16
CA-2018-121293,25-Jul-18,28-Jul-18,Second Class,JC-15775,FUR-FU-10000732,7
CA-2016-161445,07-Sep-16,09-Sep-16,Second Class,CC-12610,OFF-AR-10001953,25
CA-2017-140438,24-Dec-17,27-Dec-17,Second Class,PW-19030,TEC-PH-10001750,25
US-2018-162670,23-Dec-18,28-Dec-18,Second Class,MF-18250,OFF-ST-10001328,25
CA-2017-145009,05-Dec-17,08-Dec-17,Second Class,RF-19345,OFF-LA-10004853,13
CA-2015-124394,17-Oct-15,22-Oct-15,Second Class,TB-21520,OFF-BI-10003676,11
CA-2016-137113,01-Dec-16,05-Dec-16,Second Class,TW-21025,FUR-CH-10001215,25
US-2016-165512,24-May-16,26-May-16,Second Class,VS-21820,FUR-CH-10002880,24
US-2018-149006,06-Dec-18,08-Dec-18,Second Class,BN-11470,OFF-ST-10003221,16
CA-2015-126277,13-Sep-15,18-Sep-15,Second Class,LH-16900,OFF-BI-10004022,4
CA-2018-168942,01-Aug-18,05-Aug-18,Second Class,EM-13960,OFF-ST-10004340,4
US-2018-128398,02-May-18,05-May-18,Second Class,EM-13825,TEC-AC-10001714,20
CA-2017-105473,16-Apr-17,18-Apr-17,Second Class,BM-11785,OFF-SU-10003567,26
CA-2016-134257,16-Mar-16,19-Mar-16,Second Class,MS-17710,OFF-LA-10003930,3
CA-2017-140382,23-Jun-17,25-Jun-17,Second Class,RD-19900,OFF-ST-10003638,14
CA-2018-137365,30-Nov-18,03-Dec-18,Second Class,BP-11095,TEC-AC-10001767,18
CA-2016-167255,27-Sep-16,29-Sep-16,Second Class,RH-19510,OFF-ST-10001328,7
CA-2017-157161,16-Jul-17,20-Jul-17,Second Class,JD-15895,OFF-EN-10001509,24
CA-2016-110765,16-Oct-16,20-Oct-16,Second Class,MP-17965,TEC-PH-10004165,14
CA-2017-163937,10-Jan-17,13-Jan-17,Second Class,JB-16000,FUR-FU-10000010,21
CA-2018-155159,25-Nov-18,29-Nov-18,Second Class,DL-13315,OFF-PA-10003724,17
CA-2018-158561,11-Nov-18,16-Nov-18,Second Class,BB-11545,OFF-AP-10002651,7
CA-2016-109386,08-Nov-16,13-Nov-16,Second Class,RH-19600,OFF-AP-10003266,26
CA-2018-117443,23-Dec-18,25-Dec-18,Second Class,JB-15400,OFF-BI-10004002,8
CA-2015-133158,19-Aug-15,21-Aug-15,Second Class,DW-13195,FUR-FU-10000723,10
CA-2018-141201,09-Dec-18,11-Dec-18,Second Class,DB-12910,FUR-BO-10001519,12
CA-2015-114790,11-Mar-15,13-Mar-15,Second Class,FM-14215,OFF-AP-10002578,16
US-2017-154256,23-Jun-17,27-Jun-17,Second Class,SM-20005,OFF-LA-10003720,12
US-2017-157840,20-Dec-17,23-Dec-17,Second Class,MC-17575,OFF-PA-10003673,14
CA-2015-124618,02-May-15,04-May-15,Second Class,CS-11860,TEC-CO-10004202,22
CA-2016-132633,03-Feb-16,05-Feb-16,Second Class,KH-16630,OFF-BI-10002432,20
CA-2017-157742,29-Dec-17,31-Dec-17,Second Class,KL-16645,OFF-EN-10002592,18
CA-2017-164490,05-Sep-17,10-Sep-17,Second Class,SU-20665,OFF-PA-10004971,7
CA-2018-118724,21-Jul-18,25-Jul-18,Second Class,AR-10825,OFF-AR-10003469,23
US-2018-143175,03-Aug-18,06-Aug-18,Second Class,GA-14515,OFF-ST-10003123,14
CA-2016-105844,25-Oct-16,27-Oct-16,Second Class,JF-15415,OFF-AR-10001955,11
CA-2018-118864,15-Jun-18,19-Jun-18,Second Class,KH-16690,TEC-PH-10001809,19
US-2016-153374,09-Feb-16,13-Feb-16,Second Class,JF-15565,TEC-AC-10001908,24
CA-2016-124933,26-Dec-16,30-Dec-16,Second Class,DF-13135,OFF-PA-10003302,24
CA-2017-144337,01-Aug-17,05-Aug-17,Second Class,SG-20890,OFF-PA-10000249,5
CA-2018-128944,19-Jun-18,21-Jun-18,Second Class,KH-16330,FUR-CH-10000785,21
CA-2015-143168,18-Oct-15,23-Oct-15,Second Class,IG-15085,OFF-PA-10000167,20
CA-2017-123176,27-Sep-17,29-Sep-17,Second Class,JG-15160,OFF-PA-10003971,5
CA-2018-142909,22-Dec-18,25-Dec-18,Second Class,AG-10330,FUR-TA-10003008,19
US-2016-136749,25-Dec-16,27-Dec-16,Second Class,LH-16900,FUR-FU-10000747,21
CA-2017-131380,28-Mar-17,31-Mar-17,Second Class,CC-12220,OFF-ST-10002485,18
CA-2016-145835,13-May-16,18-May-16,Second Class,BF-11170,TEC-PH-10004447,2
CA-2015-122070,22-Apr-15,24-Apr-15,Second Class,AH-10030,OFF-EN-10004773,3
CA-2015-117464,22-Jul-15,24-Jul-15,Second Class,NP-18325,OFF-AR-10003190,18
CA-2018-125381,25-Apr-18,27-Apr-18,Second Class,SG-20605,TEC-AC-10000158,6
CA-2017-138667,27-Dec-17,30-Dec-17,Second Class,MW-18220,TEC-AC-10003063,10
CA-2017-116918,01-Oct-17,06-Oct-17,Second Class,JK-15205,OFF-BI-10004140,25
CA-2016-103072,27-Sep-16,30-Sep-16,Second Class,HW-14935,OFF-AR-10000127,17
CA-2018-136651,23-Apr-18,25-Apr-18,Second Class,JF-15355,FUR-FU-10002445,24
CA-2018-118892,17-Aug-18,22-Aug-18,Second Class,TP-21415,FUR-CH-10002024,20
CA-2016-158491,04-Jun-16,09-Jun-16,Second Class,BP-11155,TEC-AC-10001874,23
CA-2018-137001,10-Jun-18,13-Jun-18,Second Class,GZ-14545,OFF-AR-10001231,8
US-2015-143721,23-Nov-15,26-Nov-15,Second Class,DK-12835,FUR-CH-10001973,12
CA-2016-101126,10-Feb-16,14-Feb-16,Second Class,NB-18655,OFF-ST-10000943,15
CA-2017-144092,05-Nov-17,07-Nov-17,Second Class,LH-17155,TEC-AC-10002305,18
CA-2018-112172,10-Jun-18,14-Jun-18,Second Class,MM-18280,OFF-FA-10004395,9
CA-2018-115322,11-May-18,16-May-18,Second Class,ZC-21910,OFF-AR-10004456,20
CA-2018-100097,26-Nov-18,29-Nov-18,Second Class,MN-17935,TEC-PH-10002310,11
CA-2015-163412,20-Dec-15,23-Dec-15,Second Class,SM-20950,FUR-CH-10004875,18
CA-2018-152135,16-Mar-18,18-Mar-18,Second Class,MG-17650,TEC-PH-10003505,16
CA-2016-139780,31-Dec-16,02-Jan-17,Second Class,AH-10690,OFF-BI-10004139,10
US-2015-115189,30-Dec-15,03-Jan-16,Second Class,AR-10345,TEC-PH-10002170,7
CA-2016-110345,09-Mar-16,11-Mar-16,Second Class,TG-21310,OFF-LA-10001175,13
US-2018-123862,07-Jan-18,09-Jan-18,Second Class,JF-15190,OFF-ST-10000760,18
CA-2018-160031,04-Dec-18,07-Dec-18,Second Class,LT-16765,OFF-PA-10000241,14
CA-2015-124807,12-Jul-15,15-Jul-15,Second Class,ME-17725,OFF-PA-10001526,17
US-2017-114013,13-Mar-17,15-Mar-17,Second Class,SC-20770,FUR-CH-10004287,21
CA-2017-101693,25-Jun-17,27-Jun-17,Second Class,LC-17140,FUR-CH-10001146,9
CA-2016-145457,24-Mar-16,27-Mar-16,Second Class,CP-12085,FUR-FU-10003832,5
CA-2018-127474,03-Feb-18,07-Feb-18,Second Class,RD-19810,OFF-PA-10001166,13
CA-2018-105669,17-Sep-18,22-Sep-18,Second Class,SJ-20125,OFF-AR-10000390,18
US-2016-136987,11-Apr-16,14-Apr-16,Second Class,AR-10540,TEC-CO-10001943,21
CA-2016-138485,27-Feb-16,01-Mar-16,Second Class,NP-18670,TEC-AC-10002076,19
CA-2018-148985,11-Nov-18,15-Nov-18,Second Class,TB-21190,FUR-FU-10001424,25
CA-2017-124583,01-Sep-17,03-Sep-17,Second Class,LB-16795,OFF-EN-10002500,14
CA-2015-129938,15-Dec-15,17-Dec-15,Second Class,EB-13705,FUR-CH-10003774,19
US-2016-134558,19-Dec-16,24-Dec-16,Second Class,PM-19135,OFF-PA-10001184,6
CA-2017-158043,31-Jan-17,04-Feb-17,Second Class,JK-15325,OFF-EN-10003134,3
US-2018-167920,09-Dec-18,12-Dec-18,Second Class,JL-15835,OFF-BI-10004236,8
CA-2017-106460,19-Feb-17,22-Feb-17,Second Class,GT-14710,OFF-PA-10001736,12
CA-2015-114181,10-May-15,14-May-15,Second Class,AF-10885,FUR-BO-10004467,3
US-2017-166660,30-Jan-17,01-Feb-17,Second Class,TB-21250,FUR-CH-10001190,18
CA-2015-134726,02-Nov-15,07-Nov-15,Second Class,SW-20755,TEC-AC-10000023,13
CA-2016-123113,23-Nov-16,27-Nov-16,Second Class,AT-10735,OFF-AP-10000275,3
CA-2016-113740,24-Aug-16,28-Aug-16,Second Class,SC-20380,FUR-FU-10000010,3
CA-2016-136805,23-May-16,27-May-16,Second Class,NM-18445,OFF-AP-10001394,7
US-2016-159499,21-Nov-16,23-Nov-16,Second Class,EM-14095,OFF-AP-10002867,5
US-2018-158526,29-Dec-18,01-Jan-19,Second Class,KH-16360,FUR-CH-10002602,16
CA-2016-107685,30-Nov-16,02-Dec-16,Second Class,JM-15865,FUR-FU-10002813,8
CA-2016-130974,27-Nov-16,29-Nov-16,Second Class,MA-17560,OFF-PA-10000743,17
CA-2018-133487,06-May-18,09-May-18,Second Class,TS-21655,OFF-AP-10001271,8
CA-2018-139353,28-Oct-18,30-Oct-18,Second Class,JM-15250,FUR-FU-10001876,11
US-2016-150231,16-Mar-16,20-Mar-16,Second Class,JK-15640,OFF-AR-10001761,11
CA-2017-165673,15-May-17,19-May-17,Second Class,MN-17935,OFF-PA-10000697,11
CA-2016-147816,24-Sep-16,26-Sep-16,Second Class,CM-11935,TEC-PH-10003095,4
CA-2016-156153,31-May-16,02-Jun-16,Second Class,CW-11905,OFF-FA-10003472,5
CA-2016-161795,21-Dec-16,23-Dec-16,Second Class,AH-10075,OFF-AR-10001919,25
CA-2018-112844,13-Nov-18,16-Nov-18,Second Class,SP-20620,TEC-PH-10003988,9
CA-2017-162236,04-Nov-17,06-Nov-17,Second Class,ER-13855,OFF-ST-10003442,24
CA-2016-127481,12-Dec-16,15-Dec-16,Second Class,JD-15895,OFF-PA-10002036,20
CA-2015-143637,24-Mar-15,29-Mar-15,Second Class,MS-17710,FUR-FU-10002813,6
CA-2017-138478,21-Oct-17,26-Oct-17,Second Class,DP-13390,OFF-AR-10002240,13
CA-2018-152436,08-Dec-18,10-Dec-18,Second Class,CW-11905,OFF-ST-10000036,16
CA-2017-169334,21-Oct-17,24-Oct-17,Second Class,GW-14605,OFF-ST-10004950,11
CA-2016-106257,13-Apr-16,17-Apr-16,Second Class,EB-14110,FUR-TA-10002530,21
CA-2015-158470,19-Apr-15,23-Apr-15,Second Class,AG-10390,OFF-BI-10003638,2
CA-2016-143364,14-Jul-16,19-Jul-16,Second Class,TG-21310,OFF-ST-10002743,14
CA-2015-100972,19-Nov-15,24-Nov-15,Second Class,DB-13360,OFF-PA-10000357,24
CA-2017-160241,29-Nov-17,04-Dec-17,Second Class,DR-12940,FUR-FU-10003806,16
CA-2018-118017,03-Dec-18,06-Dec-18,Second Class,LC-16870,OFF-AR-10003856,12
CA-2017-167605,28-Apr-17,30-Apr-17,Second Class,RB-19570,FUR-FU-10001602,23
CA-2018-100783,04-Sep-18,08-Sep-18,Second Class,JK-16120,OFF-AR-10000380,14
CA-2016-152513,04-Jul-16,08-Jul-16,Second Class,JP-16135,OFF-BI-10002706,10
CA-2018-120404,20-Nov-18,24-Nov-18,Second Class,KH-16330,TEC-AC-10003433,17
CA-2017-120082,25-Mar-17,27-Mar-17,Second Class,DK-12835,OFF-AR-10001955,18
CA-2018-104864,18-Nov-18,23-Nov-18,Second Class,JS-15685,OFF-ST-10002301,7
CA-2018-152499,22-Jan-18,25-Jan-18,Second Class,EH-13765,OFF-FA-10002975,6
CA-2017-137939,20-Jul-17,23-Jul-17,Second Class,PJ-19015,TEC-PH-10003589,24
US-2016-165743,20-Nov-16,23-Nov-16,Second Class,MM-18055,OFF-BI-10001982,20
CA-2015-127859,17-Mar-15,20-Mar-15,Second Class,QJ-19255,OFF-PA-10003641,21
CA-2018-114804,17-Oct-18,19-Oct-18,Second Class,BF-11020,TEC-PH-10001700,9
CA-2016-132465,11-Sep-16,15-Sep-16,Second Class,DM-13525,FUR-FU-10000277,23
CA-2018-109393,30-Jun-18,02-Jul-18,Second Class,JC-15775,FUR-BO-10003966,5
CA-2018-121489,21-Aug-18,25-Aug-18,Second Class,CM-11815,FUR-CH-10004698,13
CA-2018-165008,15-Sep-18,17-Sep-18,Second Class,DO-13645,OFF-BI-10002794,9
CA-2017-113600,15-Dec-17,17-Dec-17,Second Class,SH-20395,OFF-BI-10000201,5
CA-2018-130834,03-Nov-18,06-Nov-18,Second Class,JM-16195,OFF-PA-10003673,15
CA-2015-109904,14-Jul-15,17-Jul-15,Second Class,BF-10975,OFF-AR-10004999,24
CA-2017-106621,29-Sep-17,01-Oct-17,Second Class,DM-12955,OFF-AR-10002375,9
CA-2018-143658,08-Nov-18,13-Nov-18,Second Class,SR-20425,OFF-AR-10002818,13
CA-2018-133046,27-Jul-18,01-Aug-18,Second Class,DK-13375,FUR-FU-10001940,11
CA-2017-130393,01-Dec-17,03-Dec-17,Second Class,JM-15865,FUR-CH-10002647,23
CA-2018-144820,03-Oct-18,07-Oct-18,Second Class,LW-16825,OFF-AR-10004817,12
CA-2016-120915,28-Sep-16,03-Oct-16,Second Class,JJ-15445,OFF-AP-10002578,3
CA-2016-136728,13-Sep-16,17-Sep-16,Second Class,AG-10900,OFF-EN-10002621,2
CA-2016-140375,02-Oct-16,05-Oct-16,Second Class,SG-20470,OFF-PA-10001870,7
CA-2016-136700,06-Dec-16,11-Dec-16,Second Class,DB-13120,OFF-PA-10004519,26
CA-2018-104136,01-Nov-18,04-Nov-18,Second Class,SF-20065,OFF-PA-10004243,1
CA-2017-123050,04-Apr-17,08-Apr-17,Second Class,BC-11125,FUR-FU-10000723,4
CA-2017-162355,30-Jun-17,02-Jul-17,Second Class,PF-19165,OFF-AR-10004344,9
CA-2017-133816,10-May-17,13-May-17,Second Class,CS-12400,TEC-PH-10001795,21
CA-2016-140221,05-Mar-16,09-Mar-16,Second Class,MS-17365,OFF-BI-10002854,26
CA-2016-104059,13-Jun-16,15-Jun-16,Second Class,FC-14245,OFF-AR-10000634,11
CA-2016-154284,21-Dec-16,26-Dec-16,Second Class,SZ-20035,TEC-MA-10004241,11
US-2015-120313,31-Oct-15,02-Nov-15,Second Class,NL-18310,TEC-PH-10003092,7
CA-2018-103478,21-Jul-18,24-Jul-18,Second Class,KL-16555,OFF-BI-10001890,18
CA-2018-161655,13-May-18,18-May-18,Second Class,CW-11905,OFF-BI-10002082,11
CA-2018-147207,02-Jan-18,04-Jan-18,Second Class,TS-21655,OFF-AR-10001955,5
CA-2015-109918,07-Sep-15,12-Sep-15,Second Class,LR-17035,OFF-SU-10004290,14
CA-2015-103527,09-Sep-15,14-Sep-15,Second Class,CC-12220,OFF-PA-10001622,7
CA-2017-134544,17-Mar-17,19-Mar-17,Second Class,AC-10660,TEC-PH-10003800,23
CA-2017-142594,01-Dec-17,06-Dec-17,Second Class,EJ-14155,TEC-PH-10000193,23
CA-2018-120061,02-Nov-18,07-Nov-18,Second Class,SR-20425,FUR-CH-10001973,24
CA-2016-110814,05-Dec-16,09-Dec-16,Second Class,BD-11635,OFF-BI-10002026,18
CA-2017-159765,09-May-17,12-May-17,Second Class,TH-21100,OFF-AR-10003514,9
CA-2017-118129,19-Dec-17,21-Dec-17,Second Class,CL-12565,FUR-FU-10004904,15
US-2015-127635,14-Sep-15,18-Sep-15,Second Class,SC-20260,OFF-FA-10000053,18
CA-2018-114370,14-Mar-18,17-Mar-18,Second Class,BN-11470,TEC-PH-10000213,26
CA-2017-158302,08-Dec-17,12-Dec-17,Second Class,JB-16045,OFF-PA-10002615,14
US-2018-118556,28-May-18,02-Jun-18,Second Class,TH-21235,FUR-CH-10001146,21
CA-2016-169537,03-Sep-16,07-Sep-16,Second Class,JH-15820,OFF-LA-10001982,12
CA-2016-169733,22-Oct-16,26-Oct-16,Second Class,GM-14500,OFF-ST-10000876,3
CA-2017-158841,02-Feb-17,04-Feb-17,Second Class,SE-20110,TEC-MA-10001127,15
CA-2015-169061,05-Mar-15,08-Mar-15,Second Class,AB-10150,OFF-AR-10000588,2
CA-2016-102316,01-Mar-16,03-Mar-16,Second Class,DH-13075,TEC-PH-10000376,12
CA-2018-149720,04-Jun-18,07-Jun-18,Second Class,EM-14065,FUR-FU-10002501,22
CA-2016-169677,13-Jan-16,15-Jan-16,Second Class,KS-16300,OFF-LA-10003223,26
CA-2017-132829,23-Dec-17,26-Dec-17,Second Class,LA-16780,TEC-PH-10004539,5
CA-2017-123540,02-Apr-17,06-Apr-17,Second Class,DJ-13420,FUR-CH-10000847,24
CA-2018-101273,27-Aug-18,30-Aug-18,Second Class,ST-20530,OFF-AP-10000804,7
CA-2015-130673,20-May-15,22-May-15,Second Class,MC-17590,FUR-FU-10003489,22
CA-2015-104808,04-Feb-15,08-Feb-15,Second Class,MH-17440,OFF-BI-10003676,14
CA-2018-123624,13-Nov-18,17-Nov-18,Second Class,SE-20110,TEC-AC-10000682,13
CA-2017-146437,28-Jan-17,01-Feb-17,Second Class,HG-14965,OFF-AR-10000588,25
CA-2018-132437,08-Sep-18,13-Sep-18,Second Class,EM-14095,OFF-ST-10001031,5
US-2018-119319,06-Nov-18,09-Nov-18,Second Class,LC-17050,FUR-FU-10003878,8
CA-2015-129819,13-Dec-15,15-Dec-15,Second Class,KC-16675,OFF-BI-10004970,26
CA-2018-126634,30-Mar-18,01-Apr-18,Second Class,AB-10165,FUR-FU-10004973,8
CA-2017-149916,22-Dec-17,24-Dec-17,Second Class,ED-13885,OFF-BI-10004002,13
CA-2016-158918,20-Dec-16,25-Dec-16,Second Class,AI-10855,OFF-PA-10004947,16
US-2015-159611,27-Dec-15,01-Jan-16,Second Class,KB-16315,FUR-FU-10004904,14
CA-2017-112739,02-Sep-17,07-Sep-17,Second Class,RD-19810,OFF-BI-10001132,22
CA-2017-143805,01-Dec-17,03-Dec-17,Second Class,JD-15895,OFF-AP-10002945,13
CA-2018-137323,14-Nov-18,18-Nov-18,Second Class,PW-19030,OFF-ST-10003996,17
US-2015-112795,23-Aug-15,28-Aug-15,Second Class,CR-12625,OFF-PA-10001934,16
CA-2018-127096,15-Sep-18,17-Sep-18,Second Class,CS-12400,FUR-TA-10003473,20
CA-2018-121678,16-Nov-18,20-Nov-18,Second Class,BM-11650,OFF-BI-10002949,2
CA-2017-120824,12-Jun-17,16-Jun-17,Second Class,AW-10930,OFF-AP-10001242,8
US-2017-135209,29-Dec-17,31-Dec-17,Second Class,MH-17290,OFF-PA-10002986,15
CA-2018-116988,27-Jun-18,29-Jun-18,Second Class,PW-19030,OFF-PA-10003848,25
US-2015-169390,07-Feb-15,10-Feb-15,Second Class,CS-12250,OFF-ST-10001558,23
CA-2016-162376,22-Nov-16,25-Nov-16,Second Class,HD-14785,OFF-AR-10003056,18
CA-2017-163636,05-Dec-17,09-Dec-17,Second Class,MP-18175,OFF-AR-10001547,5
CA-2016-165813,20-Mar-16,22-Mar-16,Second Class,BM-11785,OFF-ST-10004258,15
CA-2016-144274,23-Nov-16,25-Nov-16,Second Class,PW-19240,TEC-PH-10003012,9
CA-2018-117156,21-Mar-18,23-Mar-18,Second Class,TB-21055,OFF-EN-10003845,6
US-2015-157847,02-Apr-15,06-Apr-15,Second Class,SC-20020,OFF-PA-10002986,7
CA-2017-167983,21-Aug-17,24-Aug-17,Second Class,RP-19270,OFF-BI-10003727,12
CA-2015-153808,06-Apr-15,10-Apr-15,Second Class,FH-14275,OFF-AR-10001725,19
CA-2015-141173,18-Nov-15,20-Nov-15,Second Class,JC-16105,OFF-ST-10000885,10
CA-2015-119977,08-Oct-15,13-Oct-15,Second Class,DN-13690,OFF-PA-10003823,18
CA-2018-142489,14-Nov-18,16-Nov-18,Second Class,TC-21295,OFF-BI-10003684,22
CA-2017-135594,30-Jun-17,03-Jul-17,Second Class,AH-10120,TEC-AC-10003038,10
CA-2015-169642,27-Jul-15,30-Jul-15,Second Class,BB-10990,OFF-ST-10002574,20
CA-2017-147256,17-Oct-17,21-Oct-17,Second Class,FC-14245,TEC-PH-10003072,25
CA-2016-163237,07-Aug-16,09-Aug-16,Second Class,EM-14095,TEC-PH-10003601,3
CA-2016-143616,27-Sep-16,29-Sep-16,Second Class,SS-20140,OFF-AR-10002067,8
CA-2016-134117,17-Dec-16,19-Dec-16,Second Class,PG-18895,OFF-AR-10003903,7
CA-2015-130918,22-Aug-15,24-Aug-15,Second Class,JP-15520,OFF-SU-10003936,10
CA-2015-128622,15-Nov-15,17-Nov-15,Second Class,SC-20260,OFF-SU-10001574,9
CA-2015-156790,08-Aug-15,10-Aug-15,Second Class,VG-21790,FUR-BO-10000468,19
CA-2018-159226,25-Apr-18,27-Apr-18,Second Class,RL-19615,FUR-BO-10004709,18
CA-2015-119529,03-Nov-15,05-Nov-15,Second Class,DM-13345,OFF-BI-10000546,9
CA-2016-150413,19-Oct-16,24-Oct-16,Second Class,CS-11860,OFF-BI-10000404,5
CA-2015-108182,06-Feb-15,10-Feb-15,Second Class,DL-13315,OFF-BI-10001196,21
CA-2017-161361,26-Mar-17,28-Mar-17,Second Class,MV-17485,OFF-PA-10001838,10
CA-2015-100706,16-Dec-15,18-Dec-15,Second Class,LE-16810,TEC-AC-10001314,17
CA-2016-168760,22-Sep-16,26-Sep-16,Second Class,MM-18280,OFF-AP-10004532,1
CA-2018-137463,16-Dec-18,20-Dec-18,Second Class,KM-16225,OFF-BI-10003196,3
CA-2015-141838,26-Mar-15,31-Mar-15,Second Class,DK-12835,OFF-AR-10004272,10
CA-2016-128993,12-Sep-16,17-Sep-16,Second Class,CC-12670,TEC-AC-10004209,17
CA-2017-106278,02-Sep-17,05-Sep-17,Second Class,BM-11140,FUR-CH-10003061,22
CA-2018-166898,11-Sep-18,13-Sep-18,Second Class,KH-16630,TEC-PH-10002564,4
CA-2017-126102,10-Sep-17,12-Sep-17,Second Class,DV-13465,OFF-BI-10004318,24
CA-2017-131093,17-Sep-17,20-Sep-17,Second Class,TS-21610,OFF-ST-10002790,23
CA-2016-162950,28-Jun-16,03-Jul-16,Second Class,DW-13585,OFF-PA-10003177,8
CA-2017-135461,07-Feb-17,10-Feb-17,Second Class,EB-13975,TEC-PH-10004094,12
CA-2018-153045,19-Jan-18,24-Jan-18,Second Class,NS-18505,TEC-PH-10001817,3
CA-2018-122007,18-Mar-18,20-Mar-18,Second Class,JK-15325,OFF-AP-10000358,26
US-2017-158288,26-Nov-17,28-Nov-17,Second Class,EH-13945,OFF-BI-10003364,20
CA-2017-128916,18-Aug-17,20-Aug-17,Second Class,MA-17560,FUR-FU-10001940,17
CA-2017-130911,24-Mar-17,26-Mar-17,Second Class,DC-12850,FUR-BO-10004357,21
CA-2018-123029,30-Sep-18,02-Oct-18,Second Class,BT-11530,TEC-AC-10002402,9
US-2016-106873,24-Sep-16,29-Sep-16,Second Class,KM-16720,OFF-AR-10003179,2
CA-2017-132990,01-Aug-17,03-Aug-17,Second Class,KM-16660,FUR-FU-10004864,6
CA-2017-100300,24-Jun-17,26-Jun-17,Second Class,MJ-17740,TEC-MA-10000984,20
CA-2018-119424,12-Jun-18,14-Jun-18,Second Class,SB-20185,TEC-PH-10002564,14
CA-2018-141747,03-Aug-18,08-Aug-18,Second Class,SC-20230,OFF-ST-10003996,15
CA-2018-142776,11-Dec-18,14-Dec-18,Second Class,RS-19870,OFF-EN-10003160,2
CA-2018-102309,23-Sep-18,25-Sep-18,Second Class,DO-13645,TEC-AC-10001114,11
